review_text,rating,date,clean_review,baseline_sentiment,translated_review
nice application,5,2022-10-02 10:06:19,nice application,Good,nice application
I like it's app.,5,2022-09-29 20:43:52,i like its app,Good,i like its app
right,2,2022-09-29 06:53:14,right,Bad,right
good,3,2022-09-27 08:49:24,good,Neutral,good
giod,5,2022-09-27 00:11:32,giod,Good,bit
ramro apps,5,2022-09-26 09:44:23,ramro apps,Good,ramro apps
good,1,2022-09-19 11:01:07,good,Bad,good
It's Just Awesome 😊,4,2022-09-16 19:48:30,its just awesome,Good,its just awesome
supper,5,2022-09-16 05:03:19,supper,Good,supper
please someone bonus give me,5,2022-09-15 06:47:22,please someone bonus give me,Good,please someone bonus give me
very useful appp,5,2022-09-14 10:46:17,very useful appp,Good,very useful appp
xupop,1,2022-09-10 14:38:48,xupop,Bad,xupop
best,5,2022-09-07 14:49:33,best,Good,best
धेरै राम्रो,5,2022-09-07 14:03:27,धेरै राम्रो,Good,very good
Easy to use but not popular like esewa and khalti,5,2022-09-07 12:22:07,easy to use but not popular like esewa and khalti,Good,easy to use but not popular like esewa and khalti
Will moru add Kathmandu Upatyaka khanepani payment in its app? As esewa and khalti has already added this payment option.,4,2022-09-06 19:28:07,will moru add kathmandu upatyaka khanepani payment in its app as esewa and khalti has already added this payment option,Good,will moru add kathmandu upatyaka khanepani payment in its app as esewa and khalti has already added this payment option
Not all Banks are part of the MORU System. Sunrise and SBI Bank chaina in the system. Until then 1 star.,1,2022-09-05 17:54:57,not all banks are part of the moru system sunrise and sbi bank chaina in the system until then star,Bad,not all banks are part of the moru system sunrise and sbi bank chaina in the system until then star
Very good,5,2022-09-02 03:25:49,very good,Good,very good
"Moru apps is very , good profomus,, And good system too",5,2022-08-30 12:15:10,moru apps is very good profomus and good system too,Good,moru apps is very good profomus and good system too
nice app,5,2022-08-16 00:06:54,nice app,Good,nice app
great,5,2022-08-14 17:24:48,great,Good,great
How can i change my mobile number ?,4,2022-08-11 18:40:51,how can i change my mobile number,Good,how can i change my mobile number
Bank transfer is not full free .when totly free bank transfer iwill download,2,2022-08-09 20:28:29,bank transfer is not full free when totly free bank transfer iwill download,Bad,bank transfer is not full free when totly free bank transfer iwill download
Low service internet connection low not good application please not use application,1,2022-08-09 19:55:35,low service internet connection low not good application please not use application,Bad,low service internet connection low not good application please not use application
"Very poor service ,no response many time, transfer fall due to there server down amt deduct in a/c but amt didn't transfer and many more problem",1,2022-08-07 16:40:42,very poor service no response many time transfer fall due to there server down amt deduct in ac but amt didnt transfer and many more problem,Bad,very poor service no response many time transfer fall due to there server down amt deduct in ac but amt didnt transfer and many more problem
good app use for it,4,2022-08-07 06:45:34,good app use for it,Good,good app use for it
banking transfer system QR code Bata hune banaunu paro sir Aru tw thikai x,4,2022-08-06 07:53:56,banking transfer system qr code bata hune banaunu paro sir aru tw thikai x,Good,Banking transfer system can be started by specifying the tax code.
"Easy to use and fast service. Wow! In my experience, it is the best mobile wallet.",5,2022-08-04 21:58:12,easy to use and fast service wow in my experience it is the best mobile wallet,Good,easy to use and fast service wow in my experience it is the best mobile wallet
My neme is bimal thapa,1,2022-08-01 14:22:12,my neme is bimal thapa,Bad,my neme is bimal thapa
nice,5,2022-07-31 11:02:01,nice,Good,nice
not working app,1,2022-07-31 10:13:51,not working app,Bad,not working app
Nice wallet apps,5,2022-07-30 08:36:17,nice wallet apps,Good,nice wallet apps
ahh,5,2022-07-27 12:42:45,ahh,Good,ahh
Don't use this . Very bad app. Refer and Earn is not working.,1,2022-07-26 09:56:15,dont use this very bad app refer and earn is not working,Bad,dont use this very bad app refer and earn is not working
nice app,5,2022-07-24 18:56:31,nice app,Good,nice app
best,5,2022-07-08 13:29:53,best,Good,best
"I can't login to my account . Tried it so many times , used my another phone (oneplus nord) to check whether there was fault on my previous phone .",1,2022-06-28 11:04:03,i cant login to my account tried it so many times used my another phone oneplus nord to check whether there was fault on my previous phone,Bad,i cant login to my account tried it so many times used my another phone oneplus nord to check whether there was fault on my previous phone
Good service,4,2022-06-22 20:37:42,good service,Good,good service
good,4,2022-06-19 18:18:50,good,Good,good
not good actually i install it for to pay my electricity bill but its not working,5,2022-06-15 14:57:01,not good actually i install it for to pay my electricity bill but its not working,Good,not good actually i install it for to pay my electricity bill but its not working
Bank transfer charge,1,2022-06-10 15:02:45,bank transfer charge,Bad,bank transfer charge
𝑃𝑟𝑜𝑏𝑙𝑒𝑚.𝑏𝑎𝑙𝑎𝑛𝑐𝑒 𝑡𝑟𝑎𝑛𝑠𝑓𝑒𝑟 𝑠𝑙𝑜𝑣𝑒 𝑓𝑎𝑠𝑡,2,2022-06-09 10:20:30,,Bad,NaN
राम्रो लाग्यो ।,5,2022-06-07 10:22:46,राम्रो लाग्यो ।,Good,It felt good.
Please add more banks to link account.i am new to this app.,5,2022-06-06 23:55:23,please add more banks to link accounti am new to this app,Good,please add more banks to link accounti am new to this app
good,4,2022-05-30 18:07:49,good,Good,good
very good,5,2022-05-30 13:37:05,very good,Good,very good
Nice,3,2022-05-28 17:26:15,nice,Neutral,nice
Good digital wallet Need more improvement Add different % on payment,4,2022-05-26 12:49:53,good digital wallet need more improvement add different on payment,Good,good digital wallet need more improvement add different on payment
best apps,2,2022-05-20 13:03:05,best apps,Bad,best apps
need to develop more thinks we need to make easy way to lod money from any bank from al online m banking,5,2022-05-11 12:16:59,need to develop more thinks we need to make easy way to lod money from any bank from al online m banking,Good,need to develop more thinks we need to make easy way to lod money from any bank from al online m banking
This apps totally fake,1,2022-05-05 21:10:53,this apps totally fake,Bad,this apps totally fake
very nice,5,2022-05-02 07:46:28,very nice,Good,very nice
Why I am not recieving money even I have referred 2 friends using my code.I tried so much but I cant even recieve money.plz reply,1,2022-04-30 12:39:30,why i am not recieving money even i have referred friends using my codei tried so much but i cant even recieve moneyplz reply,Bad,why i am not recieving money even i have referred friends using my codei tried so much but i cant even recieve moneyplz reply
very good,5,2022-04-21 21:10:52,very good,Good,very good
super,5,2022-04-21 09:10:14,super,Good,super
nice Wallet,5,2022-04-19 06:37:30,nice wallet,Good,nice wallet
Nice,4,2022-04-18 11:40:55,nice,Good,nice
This is useless app . It scams people in the name of offer . I suggest not to do any transaction through this app.,1,2022-04-15 21:17:16,this is useless app it scams people in the name of offer i suggest not to do any transaction through this app,Bad,this is useless app it scams people in the name of offer i suggest not to do any transaction through this app
20% cashback dekhayera 3% matra dinxa,1,2022-04-15 11:08:12,cashback dekhayera matra dinxa,Bad,Cashback dekhera mere dinxa
Khatra,5,2022-04-09 18:59:49,khatra,Good,hazard
good,3,2022-04-06 21:33:12,good,Neutral,good
Good 👍,5,2022-04-05 22:38:16,good,Good,good
nice,5,2022-04-04 21:46:21,nice,Good,nice
nice,5,2022-04-03 08:30:11,nice,Good,nice
Love it,4,2022-04-01 08:16:33,love it,Good,love it
nice one,4,2022-03-31 08:37:19,nice one,Good,nice one
thanks for wonderful moru app..,5,2022-03-30 23:04:00,thanks for wonderful moru app,Good,thanks for wonderful moru app
using this for more than 8 months its very best and cashback is awesome than esewa. and imepay and others,5,2022-03-28 21:04:46,using this for more than months its very best and cashback is awesome than esewa and imepay and others,Good,using this for more than months its very best and cashback is awesome than esewa and imepay and others
very good app,5,2022-03-28 08:47:47,very good app,Good,very good app
nice,5,2022-03-26 08:52:58,nice,Good,nice
is good service,2,2022-03-24 14:15:17,is good service,Bad,is good service
U are not providing features and services as of competitions.,1,2022-03-23 17:34:10,u are not providing features and services as of competitions,Bad,u are not providing features and services as of competitions
i am intrest,5,2022-03-22 13:51:55,i am intrest,Good,i am intrest
No world Wild,1,2022-03-21 11:42:17,no world wild,Bad,no world wild
Nice app,5,2022-03-16 22:39:56,nice app,Good,nice app
good app,5,2022-03-16 07:51:35,good app,Good,good app
good app 👍,5,2022-03-10 20:12:35,good app,Good,good app
Excellent,5,2022-03-07 11:40:07,excellent,Good,excellent
Sir i have used this app before also i was earning good cash by refering to my friends but when i download it today again and refer to my friend only 5 rs has given by referal it is so less amount so we need litlle more like rs 15 per referal .before this moru app has given 12 per referal but now refeal amout is less so we need abit high amout of referal amount,1,2022-03-05 19:49:58,sir i have used this app before also i was earning good cash by refering to my friends but when i download it today again and refer to my friend only rs has given by referal it is so less amount so we need litlle more like rs per referal before this moru app has given per referal but now refeal amout is less so we need abit high amout of referal amount,Bad,sir i have used this app before also i was earning good cash by refering to my friends but when i download it today again and refer to my friend only rs has given by referal it is so less amount so we need litlle more like rs per referal before this moru app has given per referal but now refeal amout is less so we need abit high amout of referal amount
Worst app the refer and earn isn't working well....,1,2022-03-03 23:47:13,worst app the refer and earn isnt working well,Bad,worst app the refer and earn isnt working well
अरुले २% दिन्छ यसले त ३% दिन्छ अजै Bank transfer गर्दा अरुले पैसा काट्छ यसले त उल्टो cashback दिन्छ अरु भन्दा त यहीँ राम्रो लाग्यो मलाई त ।,5,2022-03-02 06:39:36,अरुले २ दिन्छ यसले त ३ दिन्छ अजै bank transfer गर्दा अरुले पैसा काट्छ यसले त उल्टो cashback दिन्छ अरु भन्दा त यहीँ राम्रो लाग्यो मलाई त ।,Good,"Others give 2, this one gives 3, while others deduct money while doing bank transfer, it gives cashback, but I think this one is better than others."
great,5,2022-02-28 17:27:15,great,Good,great
Rupa baniya,1,2022-02-27 21:17:07,rupa baniya,Bad,Rupa Baniya
Good app,5,2022-02-25 15:08:26,good app,Good,good app
"Transcation is fast, no issue like other app. Great offers too. Best wallet in Nepal",5,2022-02-24 20:03:39,transcation is fast no issue like other app great offers too best wallet in nepal,Good,transcation is fast no issue like other app great offers too best wallet in nepal
"Bank transactions were free before. Now, they started charging which leaves it no advantage over other apps. sorry Moru, we are dhewa moru..😌",3,2022-02-22 16:26:38,bank transactions were free before now they started charging which leaves it no advantage over other apps sorry moru we are dhewa moru,Neutral,bank transactions were free before now they started charging which leaves it no advantage over other apps sorry moru we are dhewa moru
