review_text,rating,date,clean_review,baseline_sentiment
using this for more than 8 months its very best and cashback is awesome than esewa. and imepay and others,5,2022-03-28 21:04:46,using this for more than months its very best and cashback is awesome than esewa and imepay and others,Good
very good app,5,2022-03-28 08:47:47,very good app,Good
nice,5,2022-03-26 08:52:58,nice,Good
is good service,2,2022-03-24 14:15:17,is good service,Bad
U are not providing features and services as of competitions.,1,2022-03-23 17:34:10,u are not providing features and services as of competitions,Bad
i am intrest,5,2022-03-22 13:51:55,i am intrest,Good
No world Wild,1,2022-03-21 11:42:17,no world wild,Bad
Nice app,5,2022-03-16 22:39:56,nice app,Good
good app,5,2022-03-16 07:51:35,good app,Good
good app 👍,5,2022-03-10 20:12:35,good app,Good
Excellent,5,2022-03-07 11:40:07,excellent,Good
Sir i have used this app before also i was earning good cash by refering to my friends but when i download it today again and refer to my friend only 5 rs has given by referal it is so less amount so we need litlle more like rs 15 per referal .before this moru app has given 12 per referal but now refeal amout is less so we need abit high amout of referal amount,1,2022-03-05 19:49:58,sir i have used this app before also i was earning good cash by refering to my friends but when i download it today again and refer to my friend only rs has given by referal it is so less amount so we need litlle more like rs per referal before this moru app has given per referal but now refeal amout is less so we need abit high amout of referal amount,Bad
Worst app the refer and earn isn't working well....,1,2022-03-03 23:47:13,worst app the refer and earn isnt working well,Bad
अरुले २% दिन्छ यसले त ३% दिन्छ अजै Bank transfer गर्दा अरुले पैसा काट्छ यसले त उल्टो cashback दिन्छ अरु भन्दा त यहीँ राम्रो लाग्यो मलाई त ।,5,2022-03-02 06:39:36,अरुले २ दिन्छ यसले त ३ दिन्छ अजै bank transfer गर्दा अरुले पैसा काट्छ यसले त उल्टो cashback दिन्छ अरु भन्दा त यहीँ राम्रो लाग्यो मलाई त ।,Good
great,5,2022-02-28 17:27:15,great,Good
Rupa baniya,1,2022-02-27 21:17:07,rupa baniya,Bad
Good app,5,2022-02-25 15:08:26,good app,Good
"Transcation is fast, no issue like other app. Great offers too. Best wallet in Nepal",5,2022-02-24 20:03:39,transcation is fast no issue like other app great offers too best wallet in nepal,Good
"Bank transactions were free before. Now, they started charging which leaves it no advantage over other apps. sorry Moru, we are dhewa moru..😌",3,2022-02-22 16:26:38,bank transactions were free before now they started charging which leaves it no advantage over other apps sorry moru we are dhewa moru,Neutral
Ebanking deposit gareko paisa load hunna,1,2022-02-22 11:08:15,ebanking deposit gareko paisa load hunna,Bad
good app,4,2022-02-22 07:21:22,good app,Good
I refer my friend then moru didn`t give me bonous fake app worst app,1,2022-02-21 09:05:28,i refer my friend then moru didnt give me bonous fake app worst app,Bad
Dear sir/maa'm. How can we change referall code in our old account ?,4,2022-02-20 21:06:18,dear sirmaam how can we change referall code in our old account,Good
Best digital wallet in Nepal. Switch to moru,5,2022-02-20 20:12:32,best digital wallet in nepal switch to moru,Good
Good,5,2022-02-20 13:04:49,good,Good
very good.,5,2022-02-20 10:41:50,very good,Good
Best digital wallet in nepal,5,2022-02-18 18:47:01,best digital wallet in nepal,Good
Should have added dark mode Option soon.,3,2022-02-17 19:50:08,should have added dark mode option soon,Neutral
great app,5,2022-02-17 08:13:11,great app,Good
Yasma refercode kaha bata aauxa kasari garne hoo,5,2022-02-14 21:04:11,yasma refercode kaha bata aauxa kasari garne hoo,Good
It didn't give 40 rs for referral as shown in poster,1,2022-02-12 18:11:29,it didnt give rs for referral as shown in poster,Bad
Bakwas app now working properly . I tried to sign-up but it's took almost more than 5 minutes but still not created my account fix it's,1,2022-02-12 15:07:29,bakwas app now working properly i tried to signup but its took almost more than minutes but still not created my account fix its,Bad
Worst app I didn't get free recharge that ADs was scam,1,2022-02-10 20:48:54,worst app i didnt get free recharge that ads was scam,Bad
Very very fake advertising no bonus no cash back.,1,2022-02-07 18:17:20,very very fake advertising no bonus no cash back,Bad
its nice,4,2022-02-06 12:15:35,its nice,Good
If there was fingerprint then it's eassy to do transaction and always show sensor expires.... Plz fix it,5,2022-02-05 08:58:56,if there was fingerprint then its eassy to do transaction and always show sensor expires plz fix it,Good
Yamuna adhikari,5,2022-02-02 17:02:06,yamuna adhikari,Good
This app is good but no option webserfer net recharge,1,2022-02-01 15:39:48,this app is good but no option webserfer net recharge,Bad
I have never reviewed any other wallet but Moru is different with its clean UI.,5,2022-01-31 19:30:02,i have never reviewed any other wallet but moru is different with its clean ui,Good
nice,5,2022-01-28 18:08:33,nice,Good
Nice than others,5,2022-01-28 16:51:37,nice than others,Good
Perfect,4,2022-01-28 12:43:42,perfect,Good
This app feels amazing to use.,5,2022-01-28 09:10:20,this app feels amazing to use,Good
Kyc is not veryfy plz help me and I give full star,2,2022-01-23 20:42:13,kyc is not veryfy plz help me and i give full star,Bad
I like it,5,2022-01-19 15:19:55,i like it,Good
nice app,5,2022-01-18 18:36:34,nice app,Good
Very good app,5,2022-01-18 16:34:27,very good app,Good
Free bank transfer really good 🙂🙂😉,5,2022-01-12 17:26:31,free bank transfer really good,Good
best,5,2022-01-10 18:10:32,best,Good
good working,5,2022-01-10 10:57:10,good working,Good
very nice,5,2022-01-08 20:11:35,very nice,Good
best,5,2022-01-08 10:26:50,best,Good
good,5,2022-01-07 22:07:25,good,Good
good option,1,2022-01-04 07:15:29,good option,Bad
not income balance 😏😏,5,2022-01-02 11:13:42,not income balance,Good
Is this a earning app Or Can we earn from this app,5,2022-01-02 09:59:07,is this a earning app or can we earn from this app,Good
This app very nice app,5,2022-01-01 21:00:34,this app very nice app,Good
Just love this aap,5,2022-01-01 07:44:23,just love this aap,Good
No good offer at all,2,2021-12-31 23:46:30,no good offer at all,Bad
Good app,4,2021-12-31 17:37:59,good app,Good
This app is not trustworthy. Using esewa gives great experience,1,2021-12-31 12:47:34,this app is not trustworthy using esewa gives great experience,Bad
Very good app,5,2021-12-30 20:10:22,very good app,Good
good,1,2021-12-30 20:02:01,good,Bad
More reward should be given to the moru user,5,2021-12-30 18:23:09,more reward should be given to the moru user,Good
wow apps,5,2021-12-27 07:15:02,wow apps,Good
good,5,2021-12-26 17:02:45,good,Good
Good app,1,2021-12-26 12:45:18,good app,Bad
Pls bring feature of offline recharge like khalti,5,2021-12-24 13:18:31,pls bring feature of offline recharge like khalti,Good
welcome,5,2021-12-23 10:06:09,welcome,Good
it is easy to use and benefits you.,5,2021-12-22 10:59:35,it is easy to use and benefits you,Good
loved,1,2021-12-22 08:30:06,loved,Bad
Please add fingerprint option and other utilities service till now it is okay.,5,2021-12-21 17:21:55,please add fingerprint option and other utilities service till now it is okay,Good
very good,5,2021-12-21 11:54:42,very good,Good
super app,5,2021-12-21 11:36:40,super app,Good
wow,5,2021-12-16 22:07:44,wow,Good
Mahendra Budhathoki,5,2021-12-16 16:49:36,mahendra budhathoki,Good
daami,4,2021-12-16 11:31:03,daami,Good
Lets expirment,5,2021-12-16 11:16:23,lets expirment,Good
"Moru Digital Wallet कहाँ छौ तिमी? न landline, न support न Viber, न WhatsApp ???",1,2021-12-16 10:56:37,moru digital wallet कहाँ छौ तिमी न landline न support न viber न whatsapp,Bad
This is fantastic and reliable app. I like this app..,5,2021-12-15 22:10:04,this is fantastic and reliable app i like this app,Good
world best app moru app good % off all on line bills pay,5,2021-12-15 02:29:00,world best app moru app good off all on line bills pay,Good
Add favourite account save option,4,2021-12-14 12:30:21,add favourite account save option,Good
good platform,1,2021-12-13 20:52:46,good platform,Bad
ok,4,2021-12-11 19:13:09,ok,Good
Randdi ko xora,1,2021-12-11 16:17:13,randdi ko xora,Bad
nice app,1,2021-12-10 18:43:43,nice app,Bad
Awesome,5,2021-12-09 14:03:58,awesome,Good
Nice,4,2021-12-09 13:57:18,nice,Good
i dont have any,5,2021-12-08 15:12:27,i dont have any,Good
This apps is best over nepal,5,2021-12-08 11:09:52,this apps is best over nepal,Good
Waw I'm very happy and rea,5,2021-12-07 15:49:59,waw im very happy and rea,Good
Nice,5,2021-12-07 12:44:48,nice,Good
My reward is not given by this aap... And no any response by company after complain aswell.,2,2021-12-06 19:41:25,my reward is not given by this aap and no any response by company after complain aswell,Bad
very good,5,2021-12-05 16:48:13,very good,Good
Best,1,2021-12-04 20:07:30,best,Bad
good,5,2021-11-30 18:46:09,good,Good
good,2,2021-11-30 06:38:47,good,Bad
ok,2,2021-11-28 17:38:58,ok,Bad
useful,3,2021-11-28 10:17:04,useful,Neutral
Op,5,2021-11-27 09:26:58,op,Good
Good,5,2021-11-26 06:03:52,good,Good
fake,1,2021-11-25 19:59:08,fake,Bad
Account deactivate option in not available. User cannot change their full name.,1,2021-11-25 12:02:06,account deactivate option in not available user cannot change their full name,Bad
Good,4,2021-11-24 21:12:59,good,Good
Perfect. The app is very easy to handle and the wallet is best app in nepal ever. I wish @moru all the best.👍👍👍,5,2021-11-24 12:22:55,perfect the app is very easy to handle and the wallet is best app in nepal ever i wish moru all the best,Good
यो एप धेरै राम्रो लाग्यो मलाई म यो एप लाइ सुरु देखि नै प्रयोग गर्दै आइ रहेको छु तर यसमा अझै धेरै सुबिधा हरु ल्याउन जरुरी छ क्यास ब्याक पनि धेरै राम्रो दिएको छ अरु एप को तुलनामा र यो एप्लिकेसन लाइ ओफ लाइमा चलाउन को लागि बनाउन जरुरि छ धेरै कुरा हरु सुधार गर्नु पर्ने देखिन्छ उसरि त एकदमै राम्रो एप लाग्यो मलाई शुभकामना छ यसरि नै अगाडी पुगोस्,5,2021-11-23 20:49:45,यो एप धेरै राम्रो लाग्यो मलाई म यो एप लाइ सुरु देखि नै प्रयोग गर्दै आइ रहेको छु तर यसमा अझै धेरै सुबिधा हरु ल्याउन जरुरी छ क्यास ब्याक पनि धेरै राम्रो दिएको छ अरु एप को तुलनामा र यो एप्लिकेसन लाइ ओफ लाइमा चलाउन को लागि बनाउन जरुरि छ धेरै कुरा हरु सुधार गर्नु पर्ने देखिन्छ उसरि त एकदमै राम्रो एप लाग्यो मलाई शुभकामना छ यसरि नै अगाडी पुगोस्,Good
Overall Good app in competitive market. Moru needs to add more features to attract people to use.,4,2021-11-22 18:49:12,overall good app in competitive market moru needs to add more features to attract people to use,Good
Service is medium but design is very poor,2,2021-11-22 02:14:14,service is medium but design is very poor,Bad
Best earnings sites,5,2021-11-21 15:39:49,best earnings sites,Good
simu,2,2021-11-21 05:31:58,simu,Bad
very good,5,2021-11-18 07:12:39,very good,Good
Waste of time using this app..I sent email to delete my account on 26 October and till no any reply from the moru team..I called then twice to delete the account so that I will open moru account from another number..therefore I planned not to use this app anymore if there is zero response from the team..,1,2021-11-16 09:20:10,waste of time using this appi sent email to delete my account on october and till no any reply from the moru teami called then twice to delete the account so that i will open moru account from another numbertherefore i planned not to use this app anymore if there is zero response from the team,Bad
nice,5,2021-11-14 21:59:53,nice,Good
While sharing now One can only get Rs. 6.. It's too low than before.,3,2021-11-14 07:07:56,while sharing now one can only get rs its too low than before,Neutral
Serval times i tried to verify KYC. I Completed filling all the requirement but i didn't got any response nither KYC Was verified. I tried this through my and my parents account but the result was same😑,3,2021-11-13 08:06:48,serval times i tried to verify kyc i completed filling all the requirement but i didnt got any response nither kyc was verified i tried this through my and my parents account but the result was same,Neutral
App is auto back,3,2021-11-13 07:58:25,app is auto back,Neutral
"Better facilities than other wallets, keep it up",5,2021-11-10 12:01:49,better facilities than other wallets keep it up,Good
I like this digital wallet rather than other wallet,5,2021-11-06 12:15:54,i like this digital wallet rather than other wallet,Good
Very good app.,5,2021-11-05 13:06:22,very good app,Good
This is fraud app totally scam,1,2021-11-05 09:02:57,this is fraud app totally scam,Bad
This app is excellent and free bank transfer is unique feature but sometimes i face problem on load fund from mbank. Sometime amount debited by bank but not fund loaded in moru,4,2021-11-03 16:08:27,this app is excellent and free bank transfer is unique feature but sometimes i face problem on load fund from mbank sometime amount debited by bank but not fund loaded in moru,Good
